Date : 2026-03-15 16:06:49
Directory : c:\Users\leon\source\repos\CMLeonOS\CMLeonOS
Total : 241 files,  62105 codes, 4967 comments, 7381 blanks, all 74453 lines

Languages
+------------+------------+------------+------------+------------+------------+
| language   | files      | code       | comment    | blank      | total      |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Help\Help.cs                                           | C#         |        554 |         15 |         30 |        599 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Info\About.cs                                          | C#         |         12 |         15 |          3 |         30 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Info\Version.cs                                        | C#         |         22 |         15 |          4 |         41 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\LabyrinthCommand.cs                                    | C#         |        224 |         15 |         25 |        264 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\LogsCommand.cs                                         | C#         |         63 |         15 |         10 |         88 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\MarkitCommand.cs                                       | C#         |        100 |          0 |          7 |        107 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Power\RestartCommand.cs                                | C#         |         13 |         15 |          3 |         31 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Power\ShutdownCommand.cs                               | C#         |         13 |         15 |          3 |         31 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\BransweCommand.cs                               | C#         |         42 |         15 |          7 |         64 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\ClaCommand.cs                                   | C#         |         69 |         15 |         15 |         99 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\ComCommand.cs                                   | C#         |         54 |         15 |         10 |         79 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\Lua2ClaCommand.cs                               | C#         |         58 |         15 |         14 |         87 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Script\LuaCommand.cs                                   | C#         |        230 |         15 |         28 |        273 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\ClearCommand.cs                                 | C#         |         11 |         15 |          3 |         29 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\DateCommand.cs                                  | C#         |         11 |         15 |          3 |         29 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\EchoCommand.cs                                  | C#         |         12 |         15 |          3 |         30 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\KillCommand.cs                                  | C#         |         50 |         15 |          9 |         74 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\PsCommand.cs                                    | C#         |         51 |         15 |          8 |         74 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\SettingsCommand.cs                              | C#         |         74 |         15 |          9 |         98 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\TimeCommand.cs                                  | C#         |         11 |         15 |          3 |         29 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\UptimeCommand.cs                                | C#         |         40 |         15 |          7 |         62 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\System\WhoamiCommand.cs                                | C#         |         16 |         15 |          3 |         34 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\TestGuiCommand.cs                                      | C#         |         77 |         15 |         10 |        102 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\TestTUICommand.cs                                      | C#         |        583 |         15 |        103 |        701 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\User\CpassCommand.cs                                   | C#         |         10 |         15 |          2 |         27 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\User\HostnameCommand.cs                                | C#         |         27 |         15 |          5 |         47 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\User\UserCommand.cs                                    | C#         |        114 |         15 |         15 |        144 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\AliasCommand.cs                                | C#         |        147 |         15 |         22 |        184 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\AppManagerCommand.cs                           | C#         |        165 |         15 |         31 |        211 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\BackgroundCommand.cs                           | C#         |        108 |         15 |         10 |        133 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\Base64Command.cs                               | C#         |         89 |         15 |         13 |        117 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\BeepCommand.cs                                 | C#         |         11 |         15 |          3 |         29 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\CalcCommand.cs                                 | C#         |         56 |         15 |          5 |         76 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\CalcGuiCommand.cs                              | C#         |        307 |         15 |         29 |        351 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\CalendarCommand.cs                             | C#         |         57 |         15 |         14 |         86 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\FemboyCommand.cs                               | C#         |         12 |         15 |          3 |         30 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\HexCommand.cs                                  | C#         |         45 |         15 |          6 |         66 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\HexEditor.cs                                   | C#         |        234 |         15 |         26 |        275 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\HistoryCommand.cs                              | C#         |         15 |         15 |          3 |         33 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\MatrixCommand.cs                               | C#         |         62 |         15 |         14 |         91 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\PromptCommand.cs                               | C#         |         18 |         15 |          3 |         36 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Commands\Utility\SnakeCommand.cs                                | C#         |        164 |         15 |         28 |        207 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\Shell.cs                                                        | C#         |      1,526 |         34 |        276 |      1,836 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Shell\UsageGenerator.cs                                               | C#         |        211 |         15 |         32 |        258 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\BootMenu.cs                                                    | C#         |        156 |         15 |         31 |        202 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\FileSystem.cs                                                  | C#         |        533 |         34 |         68 |        635 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\MemService.cs                                                  | C#         |         23 |         15 |          4 |         42 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\Process.cs                                                     | C#         |        164 |         15 |         21 |        200 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\ProcessManager.cs                                              | C#         |         85 |         15 |         18 |        118 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\ShellProcess.cs                                                | C#         |         53 |         15 |         12 |         80 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\UserManager.cs                                                 | C#         |         79 |         15 |         16 |        110 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\UserSystem.cs                                                  | C#         |        798 |         33 |        122 |        953 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\CUI.cs                                                             | C#         |        122 |         23 |         29 |        174 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\Components.cs                                                      | C#         |        960 |         15 |        145 |      1,120 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\TUI.cs                                                             | C#         |        260 |         17 |         43 |        320 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\TUIDemo.cs                                                         | C#         |        279 |         15 |         55 |        349 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\Base64.cs                                                       | C#         |         86 |         71 |         23 |        180 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\EnvironmentVariableManager.cs                                   | C#         |        151 |         20 |         18 |        189 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\FileSecurity.cs                                                 | C#         |         88 |         15 |         18 |        121 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\FloatExtensions.cs                                              | C#         |         11 |         15 |          3 |         29 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\IniBuilder.cs                                                   | C#         |         99 |         15 |         21 |        135 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\IniReader.cs                                                    | C#         |         93 |         15 |         14 |        122 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\LuaApps.cs                                                      | C#         |         13 |         15 |          4 |         32 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\MemoryStatisticsProvider.cs                                     | C#         |         93 |         15 |         17 |        125 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\NetworkConfigManager.cs                                         | C#         |        111 |         15 |         17 |        143 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\PathUtil.cs                                                     | C#         |         63 |         19 |         17 |         99 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\Power.cs                                                        | C#         |         22 |         15 |          4 |         41 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\SHA256.cs                                                       | C#         |        179 |         21 |         42 |        242 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\Version.cs                                                      | C#         |         32 |         15 |          8 |         55 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\.cache\deps\@vue_devtools-api.js         | JavaScript |      4,356 |        145 |          5 |      4,506 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\.cache\deps\@vuepress_shared.js          | JavaScript |        134 |          2 |          1 |        137 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\.cache\deps\_metadata.json               | JSON       |         37 |          0 |          0 |         37 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\.cache\deps\chunk-OARA6QKZ.js            | JavaScript |     12,582 |        238 |          5 |     12,825 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\.cache\deps\package.json                 | JSON       |          3 |          0 |          1 |          4 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\.cache\deps\vue-router.js                | JavaScript |      2,371 |         25 |          9 |      2,405 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\.cache\deps\vue.js                       | JavaScript |        346 |          0 |          1 |        347 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\config.js                                | JavaScript |         12 |          1 |          7 |         20 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\404.html                            | HTML       |         40 |          0 |          4 |         44 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\assets\404.html-ByTdGTSm.js         | JavaScript |          1 |          0 |          1 |          2 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\assets\app-C1vKFkGc.js              | JavaScript |         28 |          4 |          1 |         33 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\assets\commands.html-DsR2axk8.js    | JavaScript |        153 |          0 |          1 |        154 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\assets\get-started.html-CfHiKCXZ.js | JavaScript |          1 |          0 |          1 |          2 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\assets\index.html-BMbDjf_W.js       | JavaScript |          1 |          0 |          1 |          2 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\assets\lua.html-3_L4TJjQ.js         | JavaScript |        303 |          0 |          1 |        304 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\assets\style-BmL0kmLr.css           | PostCSS    |          1 |          0 |          1 |          2 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\commands.html                       | HTML       |        192 |          0 |          4 |        196 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\get-started.html                    | HTML       |         40 |          0 |          4 |         44 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\index.html                          | HTML       |         40 |          0 |          4 |         44 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\.vuepress\dist\lua.html                            | HTML       |        342 |          0 |          4 |        346 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\README.md                                          | Markdown   |         33 |          0 |          4 |         37 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\commands.md                                        | Markdown   |        901 |          0 |        248 |      1,149 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\get-started.md                                     | Markdown   |         16 |          0 |          4 |         20 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\lua.md                                             | Markdown   |      1,099 |          0 |        387 |      1,486 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\package.json                                            | JSON       |         20 |          0 |          1 |         21 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\pnpm-lock.yaml                                          | YAML       |      2,410 |          0 |        674 |      3,084 |
| c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\global.json                                                           | JSON       |          6 |          0 |          0 |          6 |
| Total                                                                                                              |            |     62,105 |      4,967 |      7,381 |     74,453 |
+--------------------------------------------------------------------------------------------------------------------+------------+------------+------------+------------+------------+
