"filename", "language", "C#", "Lua", "XML", "Markdown", "comment", "blank", "total"
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\ProcessManager.cs", "C#", 8, 0, 0, 0, 15, 3, 26
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\ShellProcess.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\System\UserSystem.cs", "C#", 62, 0, 0, 0, 22, 11, 95
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\CUI.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\Components.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\TUI.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UI\TUIDemo.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\UserManager.cs", "C#", 79, 0, 0, 0, 15, 16, 110
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\Base64.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\EnvironmentVariableManager.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\FileSecurity.cs", "C#", 88, 0, 0, 0, 15, 18, 121
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\FloatExtensions.cs", "C#", 11, 0, 0, 0, 15, 3, 29
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\IniBuilder.cs", "C#", 99, 0, 0, 0, 15, 21, 135
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\IniReader.cs", "C#", 93, 0, 0, 0, 15, 14, 122
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\MemoryStatisticsProvider.cs", "C#", 93, 0, 0, 0, 15, 17, 125
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\NetworkConfigManager.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\PathUtil.cs", "C#", 63, 0, 0, 0, 19, 17, 99
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\SHA256.cs", "C#", 0, 0, 0, 0, 15, 1, 16
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\Utils\Version.cs", "C#", 4, 0, 0, 0, 15, 2, 21
"c:\Users\leon\source\repos\CMLeonOS\CMLeonOS\docs\cmleonos\docs\lua.md", "Markdown", 0, 0, 0, 103, 0, 31, 134
"Total", "-", 9092, 4, 61, 103, 3649, 1996, 14905
